,Wavelength,PACS_160,PACS_100,dnu
15299,66.44519806,0.0,0.00019766,-7546017286.46
15300,66.55570221,0.0,0.00032219,-7546017286.46
15301,66.66670227,0.0,0.00024643,-7546017286.46
15302,66.77799988,0.0,2.263e-05,-7546017286.46
15303,66.88960266,0.0,0.00018038,-7546017286.46
15304,67.00170135,0.0,0.00029204,-7546017286.46
15305,67.1140976,0.0,1.744e-05,-7546017286.46
15306,67.22689819,0.0,0.00012827,-7546017286.46
15307,67.34010315,0.0,0.00032209,-7546017286.46
15308,67.45359802,0.0,2.201e-05,-7546017286.46
15309,67.56759644,0.0,0.00014662,-7546017286.46
15310,67.79660034,0.0,6.666e-05,-7546017286.46
15311,67.91169739,0.0,7.8e-05,-7546017286.46
15312,68.02719879,0.0,0.00037214,-7546017286.46
15313,68.14309692,0.0,7.765e-05,-7546017286.46
15314,68.37609863,0.0,0.00020852,-7546017286.46
15315,68.49310303,0.0,7.243e-05,-7546017286.46
15316,68.61060333,0.0,6.566e-05,-7546017286.46
15317,68.72850037,0.0,0.00022404,-7546017286.46
15318,68.84680176,0.0,0.00010943,-7546017286.46
15319,68.96549988,0.0,6.412e-05,-7546017286.46
15320,69.08460236,0.0,0.00052553,-7546017286.46
15321,69.20420074,0.0,0.00041454,-7546017286.46
15322,69.32409668,0.0,0.00029951,-7546017286.46
15323,69.44439697,0.0,0.00074173,-7546017286.46
15324,69.56520081,0.0,0.00055584,-7546017286.46
15325,69.68640137,0.0,0.00020496,-7546017286.46
15326,69.80799866,0.0,0.00055585,-7546017286.46
15327,69.93009949,0.0,0.00030511,-7546017286.46
15328,70.05249786,0.0,8.172e-05,-7546017286.46
15329,70.17539978,0.0,0.00020673,-7546017286.46
15330,70.29879761,0.0,0.00022707,-7546017286.46
15331,70.42250061,0.0,3.8e-05,-7546017286.46
15332,70.54669952,0.0,0.0003237,-7546017286.46
15333,70.67140198,0.0,0.00067768,-7546017286.46
15334,70.79650116,0.0,0.00028141,-7546017286.46
15335,70.92199707,0.0,0.00060039,-7546017286.46
15336,71.68460083,0.0,0.00088049,-7546017286.46
15337,71.81330109,0.0,0.00137865,-7546017286.46
15338,71.94239807,0.0,0.00092969,-7546017286.46
15339,72.07209778,0.0,0.00053635,-7546017286.46
15340,72.20220184,0.0,0.00093976,-7546017286.46
15341,72.33270264,0.0,0.0005666,-7546017286.46
15342,72.46379852,0.0,0.00013157,-7546017286.46
15343,72.59529877,0.0,0.00062056,-7546017286.46
15344,72.72730255,0.0,0.00033404,-7546017286.46
15345,72.85970306,0.0,6.65e-05,-7546017286.46
15346,72.99269867,0.0,7.177e-05,-7546017286.46
15347,73.12609863,0.0,0.00019846,-7546017286.46
15348,73.26010132,0.0,1.011e-05,-7546017286.46
15349,73.39450073,0.0,2.501e-05,-7546017286.46
15350,73.52940369,0.0,0.00010569,-7546017286.46
15351,73.66480255,0.0,2.172e-05,-7546017286.46
15352,73.80069733,0.0,9.14e-05,-7546017286.46
15353,73.93720245,0.0,1.734e-05,-7546017286.46
15354,74.21150208,0.0,0.00035674,-7546017286.46
15355,74.34940338,0.0,0.00019632,-7546017286.46
15356,74.48789978,0.0,0.00022349,-7546017286.46
15357,74.62689972,0.0,0.00042985,-7546017286.46
15358,74.7664032,0.0,0.00019533,-7546017286.46
15359,74.90640259,0.0,5.676e-05,-7546017286.46
15360,75.04689789,0.0,0.00015203,-7546017286.46
15361,75.18800354,0.0,2.638e-05,-7546017286.46
15362,75.32959747,0.0,1.392e-05,-7546017286.46
15363,75.61440277,0.0,0.00020281,-7546017286.46
15364,75.75759888,0.0,0.00019666,-7546017286.46
15365,75.90129852,0.0,0.00085319,-7546017286.46
15366,76.04560089,0.0,0.00051618,-7546017286.46
15367,76.19049835,0.0,0.00013243,-7546017286.46
15368,76.33589935,0.0,0.00087785,-7546017286.46
15369,76.48179626,0.0,0.00059763,-7546017286.46
15370,76.62830353,0.0,0.00014841,-7546017286.46
15371,76.77539825,0.0,0.001077,-7546017286.46
15372,76.92310333,0.0,0.00107757,-7546017286.46
15373,77.07129669,0.0,0.00050576,-7546017286.46
15374,77.2201004,0.0,0.00146602,-7546017286.46
15375,77.36940002,0.0,0.00187287,-7546017286.46
15376,77.51940155,0.0,0.0012279,-7546017286.46
15377,77.66989899,0.0,0.00201758,-7546017286.46
15378,77.82099915,0.0,0.00263618,-7546017286.46
15379,77.97270203,0.0,0.00188691,-7546017286.46
15380,78.125,0.0,0.00248817,-7546017286.46
15381,78.2779007,0.0,0.00343843,-7546017286.46
15382,78.43139648,0.0,0.00281022,-7546017286.46
15383,78.58550262,0.0,0.00320552,-7546017286.46
15384,78.74019623,0.0,0.00447173,-7546017286.46
15385,78.89550018,0.0,0.00439539,-7546017286.46
15386,79.05139923,0.0,0.00517591,-7546017286.46
15387,79.207901,0.0,0.00716061,-7546017286.46
15388,79.36509705,0.0,0.00761961,-7546017286.46
15389,79.52290344,0.0,0.0083747,-7546017286.46
15390,79.6812973,0.0,0.0105813,-7546017286.46
15391,79.84030151,0.0,0.0114142,-7546017286.46
15392,80.0,0.0,0.0122284,-7546017286.46
15393,80.16030121,0.0,0.0148922,-7546017286.46
15394,80.32129669,0.0,0.0165573,-7546017286.46
15395,80.48290253,0.0,0.0180259,-7546017286.46
15396,80.64520264,0.0,0.0219115,-7546017286.46
15397,80.80809784,0.0,0.0254878,-7546017286.46
15398,80.97170258,0.0,0.0281046,-7546017286.46
15399,81.1359024,0.0,0.0329856,-7546017286.46
15400,81.30079651,0.0,0.0391302,-7546017286.46
15401,81.46640015,0.0,0.0450417,-7546017286.46
15402,81.63269806,0.0,0.0518642,-7546017286.46
15403,81.79959869,0.0,0.0589551,-7546017286.46
15404,81.96720123,0.0,0.066848,-7546017286.46
15405,82.13549805,0.0,0.0767671,-7546017286.46
15406,82.30449677,0.0,0.0874425,-7546017286.46
15407,82.47419739,0.0,0.10078,-7546017286.46
15408,82.64459991,0.0,0.115714,-7546017286.46
15409,82.81569672,0.0,0.131404,-7546017286.46
15410,82.98750305,0.0,0.149148,-7546017286.46
15411,83.16010284,0.0,0.167954,-7546017286.46
15412,83.33329773,0.0,0.186327,-7546017286.46
15413,83.50730133,0.0,0.205672,-7546017286.46
15414,83.68199921,0.0,0.225335,-7546017286.46
15415,83.85739899,0.0,0.242845,-7546017286.46
15416,84.03359985,0.0,0.25958899,-7546017286.46
15417,84.21050262,0.0,0.26947799,-7546017286.46
15418,84.38819885,0.0,0.28338301,-7546017286.46
15419,84.56659698,0.0,0.296556,-7546017286.46
15420,84.7457962,0.0,0.31072,-7546017286.46
15421,84.92569733,0.0,0.32531399,-7546017286.46
15422,85.10639954,0.0,0.34153101,-7546017286.46
15423,85.28780365,0.0,0.35937899,-7546017286.46
15424,85.4701004,0.0,0.376443,-7546017286.46
15425,85.65309906,0.0,0.39281699,-7546017286.46
15426,85.8368988,0.0,0.40865001,-7546017286.46
15427,86.02149963,0.0,0.420221,-7546017286.46
15428,86.20690155,0.0,0.42962399,-7546017286.46
15429,86.39309692,0.0,0.437686,-7546017286.46
15430,86.58010101,0.0,0.44207799,-7546017286.46
15431,86.76789856,0.0,0.44365403,-7546017286.46
15432,86.95649719,0.0,0.44466099,-7546017286.46
15433,87.14600372,0.0,0.44394699,-7546017286.46
15434,87.3361969,0.0,0.44148901,-7546017286.46
15435,87.52739716,0.0,0.43945301,-7546017286.46
15436,87.71929932,0.0,0.43698499,-7546017286.46
15437,87.91210175,0.0,0.433433,-7546017286.46
15438,88.10569763,0.0,0.43101096,-7546017286.46
15439,88.30020142,0.0,0.428992,-7546017286.46
15440,88.49559784,0.0,0.425648,-7546017286.46
15441,88.69180298,0.0,0.42288199,-7546017286.46
15442,88.88890076,0.0,0.42048299,-7546017286.46
15443,89.0868988,0.0,0.416628,-7546017286.46
15444,89.28569794,0.0,0.41242301,-7546017286.46
15445,89.48549652,0.0,0.409785,-7546017286.46
15446,89.68609619,0.0,0.406396,-7546017286.46
15447,89.88760376,0.0,0.40397599,-7546017286.46
15448,90.09010315,0.0,0.404834,-7546017286.46
15449,90.29350281,0.0,0.407556,-7546017286.46
15450,90.49770355,0.0,0.41273299,-7546017286.46
15451,90.70290375,0.0,0.42129299,-7546017286.46
15452,90.90910339,0.0,0.429533,-7546017286.46
15453,91.11620331,0.0,0.43793499,-7546017286.46
15454,91.32420349,0.0,0.449141,-7546017286.46
15455,91.53320312,0.0,0.46035099,-7546017286.46
15456,91.74310303,0.0,0.47035199,-7546017286.46
15457,91.95400238,0.0,0.48168799,-7546017286.46
15458,92.16590118,0.0,0.49260899,-7546017286.46
15459,92.37879944,0.0,0.50215298,-7546017286.46
15460,92.59259796,0.0,0.512986,-7546017286.46
15461,92.80740356,0.0,0.52349299,-7546017286.46
15462,93.02330017,0.0,0.53169203,-7546017286.46
15463,93.24009705,0.0,0.54063302,-7546017286.46
15464,93.457901,0.0,0.549775,-7546017286.46
15465,93.67680359,0.0,0.55576402,-7546017286.46
15466,93.896698,0.0,0.56106794,-7546017286.46
15467,94.11759949,0.0,0.56594199,-7546017286.46
15468,94.33959961,0.0,0.56745201,-7546017286.46
15469,94.56259918,0.0,0.56815702,-7546017286.46
15470,94.78669739,0.0,0.570508,-7546017286.46
15471,95.01190186,0.0,0.57161599,-7546017286.46
15472,95.23809814,0.0,0.57301903,-7546017286.46
15473,95.4654007,0.0,0.57577997,-7546017286.46
15474,95.69380188,0.0,0.57636702,-7546017286.46
15475,95.9233017,0.0,0.57573903,-7546017286.46
15476,96.15380096,0.0,0.57861,-7546017286.46
15477,96.38549805,0.0,0.58024597,-7546017286.46
15478,96.61840057,0.0,0.57896602,-7546017286.46
15479,96.85230255,0.0,0.58003801,-7546017286.46
15480,97.08740234,0.0,0.58121902,-7546017286.46
15481,97.32360077,0.0,0.58018398,-7546017286.46
15482,97.56099701,0.0,0.58117199,-7546017286.46
15483,97.79949951,0.0,0.58252603,-7546017286.46
15484,98.03919983,0.0,0.581595,-7546017286.46
15485,98.76540375,0.0,0.57895201,-7546017286.46
15486,99.00990295,0.0,0.57516903,-7546017286.46
15487,99.25559998,0.0,0.57110798,-7546017286.46
15488,99.50250244,0.0,0.56364,-7546017286.46
15489,99.75060272,0.0,0.55684602,-7546017286.46
15490,100.0,0.0,0.55362701,-7546017286.46
15491,100.25099945,0.0,0.54926902,-7546017286.46
15492,100.50299835,0.0,0.54414701,-7546017286.46
15493,100.7559967,0.0,0.54043102,-7546017286.46
15494,101.01000214,0.0,0.53398103,-7546017286.46
15495,101.26599884,0.0,0.52784401,-7546017286.46
15496,101.52300262,0.0,0.52594501,-7546017286.46
15497,101.78099823,0.0,0.524405,-7546017286.46
15498,102.04100037,0.0,0.520724,-7546017286.46
15499,102.30200195,0.0,0.51907402,-7546017286.46
15500,102.56400299,0.0,0.51768798,-7546017286.46
15501,102.82800293,0.0,0.51460803,-7546017286.46
15502,103.09300232,0.0,0.51393098,-7546017286.46
15503,103.35900116,0.0,0.51378298,-7546017286.46
15504,103.6269989,0.0,0.51080197,-7546017286.46
15505,103.89600372,0.0,0.50716901,-7546017286.46
15506,104.16699982,0.0,0.50225598,-7546017286.46
15507,104.43900299,0.0,0.49441001,-7546017286.46
15508,104.71199799,0.0,0.48783499,-7546017286.46
15509,104.98699951,0.0,0.482584,-7546017286.46
15510,105.26300049,1e-08,0.47337201,-7546017286.46
15511,105.54100037,2e-08,0.46371901,-7546017286.46
15512,105.81999969,4e-08,0.460195,-7546017286.46
15513,106.10099792,7e-08,0.455217,-7546017286.46
15514,106.38300323,1.7e-07,0.450775,-7546017286.46
15515,106.66699982,3e-07,0.45350099,-7546017286.46
15516,106.95200348,2.8e-07,0.45592001,-7546017286.46
15517,107.23899841,1.2e-07,0.45561901,-7546017286.46
15518,107.52700043,2e-08,0.45914099,-7546017286.46
15519,107.81700134,1.5e-07,0.45901799,-7546017286.46
15520,108.10800171,2.8e-07,0.45402899,-7546017286.46
15521,108.40100098,2.6e-07,0.45519999,-7546017286.46
15522,108.69599915,3.8e-07,0.45768601,-7546017286.46
15523,108.99199677,1.19e-06,0.45201299,-7546017286.46
15524,109.29000092,4.09e-06,0.44977799,-7546017286.46
15525,109.58899689,9.33e-06,0.450995,-7546017286.46
15526,109.88999939,1.51e-05,0.44514999,-7546017286.46
15527,110.19300079,2.143e-05,0.44295299,-7546017286.46
15528,110.49700165,3.644e-05,0.445748,-7546017286.46
15529,110.8030014,5.793e-05,0.441609,-7546017286.46
15530,111.11100006,8.401e-05,0.43860999,-7546017286.46
15531,111.42099762,0.00012263,0.44206899,-7546017286.46
15532,111.73200226,0.00018583,0.43767199,-7546017286.46
15533,112.04499817,0.00025061,0.43332401,-7546017286.46
15534,112.36000061,0.00032732,0.43609101,-7546017286.46
15535,112.6760025,0.00042359,0.43265799,-7546017286.46
15536,112.9940033,0.00056377,0.426907,-7546017286.46
15537,113.31400299,0.00074472,0.42705801,-7546017286.46
15538,113.63600159,0.00100742,0.422077,-7546017286.46
15539,113.95999908,0.00129182,0.413699,-7546017286.46
15540,114.28600311,0.00148854,0.41208801,-7546017286.46
15541,114.61299896,0.00164058,0.40917501,-7546017286.46
15542,114.94300079,0.0019235,0.401063,-7546017286.46
15543,115.27400208,0.00225064,0.39728701,-7546017286.46
15544,115.60700226,0.00245514,0.39353999,-7546017286.46
15545,115.94200134,0.00260314,0.38430601,-7546017286.46
15546,116.27899933,0.00290209,0.37917399,-7546017286.46
15547,116.61799622,0.00331417,0.37625599,-7546017286.46
15548,116.95899963,0.00389644,0.367713,-7546017286.46
15549,117.30200195,0.00460337,0.361588,-7546017286.46
15550,117.64700317,0.00520291,0.35832199,-7546017286.46
15551,117.9940033,0.00591098,0.34884,-7546017286.46
15552,118.34300232,0.00694402,0.340148,-7546017286.46
15553,118.69400024,0.00815097,0.33493999,-7546017286.46
15554,119.04799652,0.00955558,0.32430899,-7546017286.46
15555,119.40299988,0.0112793,0.31322199,-7546017286.46
15556,119.76000214,0.0129742,0.30562499,-7546017286.46
15557,120.12000275,0.0149096,0.29358801,-7546017286.46
15558,120.48200226,0.0175564,0.27990499,-7546017286.46
15559,120.84600067,0.0205002,0.26900601,-7546017286.46
15560,121.21199799,0.0236869,0.25519601,-7546017286.46
15561,121.58100128,0.0275294,0.239686,-7546017286.46
15562,121.9509964,0.0317968,0.226569,-7546017286.46
15563,122.3239975,0.0366715,0.21142399,-7546017286.46
15564,122.6989975,0.0427702,0.19412299,-7546017286.46
15565,123.07700348,0.0496095,0.178874,-7546017286.46
15566,123.45700073,0.0567781,0.16328,-7546017286.46
15567,123.83899689,0.065691,0.146036,-7546017286.46
15568,124.22399902,0.0763843,0.130748,-7546017286.46
15569,124.61100006,0.0872218,0.116502,-7546017286.46
15570,125.0,0.0996466,0.101429,-7546017286.46
15571,125.39199829,0.114529,0.087673,-7546017286.46
15572,125.78600311,0.129435,0.0752222,-7546017286.46
15573,126.18299866,0.14643399,0.0630799,-7546017286.46
15574,126.58200073,0.16654401,0.052714,-7546017286.46
15575,126.98400116,0.18535601,0.0439155,-7546017286.46
15576,127.38899994,0.205597,0.0355836,-7546017286.46
15577,127.79599762,0.23049299,0.0284683,-7546017286.46
15578,128.20500183,0.25286201,0.0227364,-7546017286.46
15579,128.61700439,0.27460501,0.0176269,-7546017286.46
15580,129.03199768,0.301586,0.0135389,-7546017286.46
15581,129.44999695,0.32426101,0.0107274,-7546017286.46
15582,129.86999512,0.343256,0.00872007,-7546017286.46
15583,130.29299927,0.367845,0.00730932,-7546017286.46
15584,130.71899414,0.38862899,0.00653528,-7546017286.46
15585,131.147995,0.403465,0.00623437,-7546017286.46
15586,131.57899475,0.422941,0.00607881,-7546017286.46
15587,132.01300049,0.437648,0.00608448,-7546017286.46
15588,132.44999695,0.441607,0.00617388,-7546017286.46
15589,132.88999939,0.448333,0.00630913,-7546017286.46
15590,133.33299255,0.45416099,0.00649564,-7546017286.46
15591,133.77900696,0.450629,0.00655158,-7546017286.46
15592,134.22799683,0.45038,0.0064134,-7546017286.46
15593,134.67999268,0.453477,0.00616954,-7546017286.46
15594,135.13499451,0.45051,0.00583824,-7546017286.46
15595,135.59300232,0.452333,0.00544316,-7546017286.46
15596,136.05400085,0.463038,0.00508928,-7546017286.46
15597,136.51899719,0.46823901,0.00475427,-7546017286.46
15598,136.98599243,0.47392401,0.00432618,-7546017286.46
15599,137.45700073,0.48886296,0.00390367,-7546017286.46
15600,137.9309845,0.49674699,0.00348306,-7546017286.46
15601,138.40800476,0.49892801,0.00297993,-7546017286.46
15602,138.88900757,0.50808299,0.00253829,-7546017286.46
15603,139.3730011,0.510638,0.0022366,-7546017286.46
15604,139.86000061,0.50747198,0.00192585,-7546017286.46
15605,140.35099792,0.51413298,0.00159185,-7546017286.46
15606,140.84500122,0.517551,0.0013164,-7546017286.46
15607,141.34300232,0.513237,0.00105967,-7546017286.46
15608,141.84399414,0.51783597,0.00083636,-7546017286.46
15609,142.34899902,0.52181,0.0006717,-7546017286.46
15610,142.85699463,0.51714599,0.00053865,-7546017286.46
15611,143.3690033,0.52002198,0.00043019,-7546017286.46
15612,143.88499451,0.52456301,0.00035439,-7546017286.46
15613,144.40400696,0.52024502,0.00028647,-7546017286.46
15614,144.92799377,0.52157599,0.00021861,-7546017286.46
15615,145.45500183,0.527749,0.00016899,-7546017286.46
15616,145.98500061,0.52654999,0.00013475,-7546017286.46
15617,146.52000427,0.52833998,0.00010513,-7546017286.46
15618,147.05900574,0.53533798,8.315e-05,-7546017286.46
15619,147.60099792,0.53471202,6.48e-05,-7546017286.46
15620,148.147995,0.53520203,4.721e-05,-7546017286.46
15621,148.69900513,0.54342002,3.549e-05,-7546017286.46
15622,149.2539978,0.54350102,2.9e-05,-7546017286.46
15623,149.81300354,0.54052699,2.248e-05,-7546017286.46
15624,150.37600708,0.54661399,1.724e-05,-7546017286.46
15625,150.94299316,0.54665405,1.456e-05,-7546017286.46
15626,151.51499939,0.540914,1.193e-05,-7546017286.46
15627,152.09100342,0.54505998,9.26e-06,-7546017286.46
15628,152.67199707,0.54570198,7.79e-06,-7546017286.46
15629,153.25700378,0.53932905,6.37e-06,-7546017286.46
15630,153.84599304,0.54325902,4.84e-06,-7546017286.46
15631,154.44000244,0.546314,4.08e-06,-7546017286.46
15632,155.03900146,0.54056406,3.3e-06,-7546017286.46
15633,155.64199829,0.54274702,2.32e-06,-7546017286.46
15634,156.25,0.54467201,1.9e-06,-7546017286.46
15635,156.86300659,0.53633797,1.73e-06,-7546017286.46
15636,157.47999573,0.53563899,1.35e-06,-7546017286.46
15637,158.10299683,0.53807801,1.1e-06,-7546017286.46
15638,158.72999573,0.52959198,9.5e-07,-7546017286.46
15639,159.36300659,0.52424598,7.1e-07,-7546017286.46
15640,160.0,0.524885,5.7e-07,-7546017286.46
15641,160.64300537,0.51685399,5.3e-07,-7546017286.46
15642,161.28999329,0.509749,3.9e-07,-7546017286.46
15643,161.94299316,0.51086098,3e-07,-7546017286.46
15644,162.602005,0.50627798,2.8e-07,-7546017286.46
15645,163.26499939,0.49976504,2.2e-07,-7546017286.46
15646,163.93400574,0.50155997,1.6e-07,-7546017286.46
15647,164.60899353,0.49832201,1.6e-07,-7546017286.46
15648,165.28900146,0.48974499,1.5e-07,-7546017286.46
15649,165.9750061,0.48923299,1e-07,-7546017286.46
15650,166.66700745,0.48503301,1e-07,-7546017286.46
15651,167.36399841,0.47385001,1e-07,-7546017286.46
15652,168.06700134,0.47147304,7e-08,-7546017286.46
15653,168.77600098,0.47070104,6e-08,-7546017286.46
15654,169.49200439,0.46057999,7e-08,-7546017286.46
15655,170.21299744,0.457268,8e-08,-7546017286.46
15656,170.94000244,0.457957,9e-08,-7546017286.46
15657,171.67399597,0.45065799,9e-08,-7546017286.46
15658,172.41400146,0.449159,7e-08,-7546017286.46
15659,173.16000366,0.45230901,6e-08,-7546017286.46
15660,173.91299438,0.446053,5e-08,-7546017286.46
15661,174.67199707,0.442808,4e-08,-7546017286.46
15662,175.43899536,0.44540599,4e-08,-7546017286.46
15663,176.21099854,0.44092599,3e-08,-7546017286.46
15664,176.99099731,0.43827701,3e-08,-7546017286.46
15665,177.77799988,0.44116399,2e-08,-7546017286.46
15666,178.57099915,0.435159,2e-08,-7546017286.46
15667,179.37199402,0.42974699,2e-08,-7546017286.46
15668,180.17999268,0.43280104,2e-08,-7546017286.46
15669,180.99499512,0.43252504,2e-08,-7546017286.46
15670,181.81799316,0.43056101,1e-08,-7546017286.46
15671,182.647995,0.43665501,1e-08,-7546017286.46
15672,183.48599243,0.439237,1e-08,-7546017286.46
15673,184.33200073,0.43325201,1e-08,-7546017286.46
15674,185.18499756,0.43345299,1e-08,-7546017286.46
15675,186.04699707,0.43522099,1e-08,-7546017286.46
15676,186.91600037,0.43282199,1e-08,-7546017286.46
15677,187.79299927,0.434708,0.0,-7546017286.46
15678,188.67900085,0.43583199,0.0,-7546017286.46
15679,189.57299805,0.42870399,0.0,-7546017286.46
15680,190.47599792,0.424391,0.0,-7546017286.46
15681,191.38800049,0.42263001,0.0,-7546017286.46
15682,192.30799866,0.415795,0.0,-7546017286.46
15683,193.23699951,0.41019899,0.0,-7546017286.46
15684,194.17500305,0.40483102,0.0,-7546017286.46
15685,195.12199402,0.38942599,0.0,-7546017286.46
15686,196.07800293,0.37482399,0.0,-7546017286.46
15687,197.04400635,0.36730301,0.0,-7546017286.46
15688,198.02000427,0.35567704,0.0,-7546017286.46
15689,199.00500488,0.34236601,0.0,-7546017286.46
15690,200.0,0.33300799,0.0,-7546017286.46
15691,201.00500488,0.314394,0.0,-7546017286.46
15692,202.02000427,0.294157,0.0,-7546017286.46
15693,203.04600525,0.281663,0.0,-7546017286.46
15694,204.08200073,0.26442,0.0,-7546017286.46
15695,205.12800598,0.241459,0.0,-7546017286.46
15696,206.18600464,0.22509301,0.0,-7546017286.46
15697,207.2539978,0.206788,0.0,-7546017286.46
15698,208.33299255,0.181573,0.0,-7546017286.46
15699,209.42399597,0.164831,0.0,-7546017286.46
15700,210.52600098,0.150374,0.0,-7546017286.46
15701,211.63999939,0.135176,0.0,-7546017286.46
15702,212.76600647,0.12154,0.0,-7546017286.46
15703,213.90400696,0.107791,0.0,-7546017286.46
15704,215.05400085,0.0935674,0.0,-7546017286.46
15705,216.21600342,0.0824636,0.0,-7546017286.46
15706,217.39100647,0.0728849,0.0,-7546017286.46
15707,218.57899475,0.0633384,0.0,-7546017286.46
15708,219.77999878,0.05541511,0.0,-7546017286.46
15709,220.9940033,0.0483053,0.0,-7546017286.46
15710,222.22200012,0.0416941,0.0,-7546017286.46
15711,223.46400452,0.0369463,0.0,-7546017286.46
15712,224.71899414,0.0329053,0.0,-7546017286.46
15713,225.98899841,0.0283741,0.0,-7546017286.46
15714,227.272995,0.0246204,0.0,-7546017286.46
15715,228.57099915,0.0218736,0.0,-7546017286.46
15716,229.88499451,0.0189894,0.0,-7546017286.46
15717,231.21400452,0.0162381,0.0,-7546017286.46
15718,232.55799866,0.014224,0.0,-7546017286.46
15719,233.91799927,0.0124761,0.0,-7546017286.46
15720,235.29400635,0.0110169,0.0,-7546017286.46
15721,236.68600464,0.00981079,0.0,-7546017286.46
15722,238.09500122,0.00872457,0.0,-7546017286.46
15723,239.52099609,0.00768624,0.0,-7546017286.46
15724,240.96400452,0.0069621,0.0,-7546017286.46
15725,242.42399597,0.00621258,0.0,-7546017286.46
15726,243.9019928,0.00530756,0.0,-7546017286.46
15727,245.39900208,0.00483532,0.0,-7546017286.46
15728,246.91400146,0.00441655,0.0,-7546017286.46
15729,248.44700623,0.0038256,0.0,-7546017286.46
15730,250.0,0.00342918,0.0,-7546017286.46
15731,251.57200623,0.0031164,0.0,-7546017286.46
15732,253.16499329,0.00277419,0.0,-7546017286.46
15733,254.7769928,0.00250796,0.0,-7546017286.46
15734,256.41000366,0.00230413,0.0,-7546017286.46
15735,258.06500244,0.00206978,0.0,-7546017286.46
15736,259.73999023,0.00185783,0.0,-7546017286.46
15737,261.43798828,0.00168116,0.0,-7546017286.46
15738,263.1579895,0.00145605,0.0,-7546017286.46
15739,264.90100098,0.00126254,0.0,-7546017286.46
15740,266.66699219,0.00112912,0.0,-7546017286.46
15741,268.45599365,0.00097359,0.0,-7546017286.46
15742,270.26998901,0.00081336,0.0,-7546017286.46
15743,272.10900879,0.00072127,0.0,-7546017286.46
15744,273.97299194,0.00063252,0.0,-7546017286.46
15745,275.86196899,0.00053691,0.0,-7546017286.46
15746,277.77801514,0.00049024,0.0,-7546017286.46
15747,279.72000122,0.00046033,0.0,-7546017286.46
15748,281.69000244,0.00040433,0.0,-7546017286.46
15749,283.68798828,0.00035774,0.0,-7546017286.46
15750,285.71398926,0.00032542,0.0,-7546017286.46
15751,287.76998901,0.0002766,0.0,-7546017286.46
15752,289.85501099,0.0002229,0.0,-7546017286.46
15753,291.9710083,0.00019509,0.0,-7546017286.46
15754,294.11801147,0.00015704,0.0,-7546017286.46
15755,296.29598999,0.00013147,0.0,-7546017286.46
15756,298.50698853,0.00014975,0.0,-7546017286.46
15757,300.75201416,0.00016336,0.0,-7546017286.46
15758,303.02999878,0.00016067,0.0,-7546017286.46
15759,305.34399414,0.00016665,0.0,-7546017286.46
15760,307.69198608,0.00015507,0.0,-7546017286.46
15761,310.07800293,0.00013104,0.0,-7546017286.46
15762,312.5,0.00012973,0.0,-7546017286.46
15763,314.96099854,0.00012624,0.0,-7546017286.46
15764,317.45999146,0.00011063,0.0,-7546017286.46
15765,320.0,0.00010814,0.0,-7546017286.46
15766,322.58099365,9.924e-05,0.0,-7546017286.46
15767,325.20300293,7.561e-05,0.0,-7546017286.46
15768,327.86898804,6.44e-05,0.0,-7546017286.46
15769,330.57901001,5.624e-05,0.0,-7546017286.46
15770,333.33297729,3.998e-05,0.0,-7546017286.46
15771,336.13400269,3.856e-05,0.0,-7546017286.46
15772,338.98300171,4.767e-05,1e-08,-7546017286.46
15773,341.88000488,4.666e-05,1e-08,-7546017286.46
15774,344.82800293,5.206e-05,0.0,-7546017286.46
15775,347.82598877,7.109e-05,0.0,-7546017286.46
15776,350.87701416,8.968e-05,0.0,-7546017286.46
15777,353.98199463,0.00010869,0.0,-7546017286.46
15778,357.14300537,0.00012698,0.0,-7546017286.46
15779,360.35998535,0.00011843,0.0,-7546017286.46
15780,363.63598633,9.183e-05,0.0,-7546017286.46
15781,366.97198486,7.429e-05,0.0,-7546017286.46
15782,370.36999512,4.79e-05,0.0,-7546017286.46
15783,373.83200073,1.338e-05,0.0,-7546017286.46
15784,377.35800171,2.05e-06,0.0,-7546017286.46
15785,380.95199585,1.9e-06,0.0,-7546017286.46
15786,384.61499023,1.83e-06,0.0,-7546017286.46
15787,388.3500061,1.86e-06,0.0,-7546017286.46
15788,392.15701294,1.854e-05,0.0,-7546017286.46
15789,396.04000854,3.2e-05,0.0,-7546017286.46
15790,400.0,5.233e-05,0.0,-7546017286.46
15791,404.04000854,7.513e-05,0.0,-7546017286.46
15792,408.16299438,7.992e-05,0.0,-7546017286.46
15793,412.3710022,8.358e-05,0.0,-7546017286.46
15794,416.66702271,8.986e-05,0.0,-7546017286.46
15795,421.05300903,7.551e-05,0.0,-7546017286.46
15796,425.53201294,6.299e-05,0.0,-7546017286.46
15797,430.10800171,6.166e-05,0.0,-7546017286.46
15798,434.7829895,4.208e-05,0.0,-7546017286.46
15799,439.55999756,2.318e-05,0.0,-7546017286.46
15800,444.44400024,2.425e-05,0.0,-7546017286.46
15801,449.43798828,2.111e-05,0.0,-7546017286.46
15802,454.54501343,2.848e-05,0.0,-7546017286.46
15803,459.76998901,7.049e-05,0.0,-7546017286.46
15804,465.11599731,0.00010257,0.0,-7546017286.46
15805,470.5880127,0.00011404,0.0,-7546017286.46
