,Wavelength,SPIRE_500,SPIRE_350,SPIRE_250,dlambda
458,658.344,0.0173999,0.0,4.66627e-06,4.363
459,662.707,0.0152185,0.0,5.32372e-06,4.421
460,667.128,0.0131432,0.0,5.70782e-06,4.481
461,671.609,0.0123788,0.0,6.14335e-06,4.541
462,676.15,0.0112486,0.0,6.19785e-06,4.139
463,680.289,0.0100257,0.0,6.00475e-06,4.66
464,684.949,0.00901066,0.0,5.40356e-06,4.723
465,689.672,0.00788651,0.0,4.77442e-06,4.79
466,694.462,0.00677893,0.0,4.2289e-06,4.368
467,698.83,0.00603532,0.0,3.89535e-06,4.917
468,703.747,0.00550694,0.0,3.94323e-06,4.988
469,708.735,0.00524411,0.0,4.45885e-06,5.059
470,713.794,0.00457344,0.0,4.82491e-06,5.131
471,718.925,0.00429761,0.0,5.17979e-06,4.682
472,723.607,0.00376605,0.0,5.32863e-06,5.274
473,728.881,0.00368947,0.0,5.23573e-06,5.352
474,734.233,0.00338975,0.0,4.81364e-06,5.431
475,739.664,0.00308612,0.0,4.37994e-06,5.511
476,745.175,0.0029519,0.0,4.28895e-06,5.031
477,750.206,0.00275465,0.0,4.23468e-06,5.671
478,755.877,0.00235405,0.0,4.26103e-06,5.757
479,761.634,0.00218828,0.0,4.57815e-06,5.845
480,767.479,0.00212989,0.0,4.94096e-06,5.338
481,772.817,0.00192537,0.0,5.18683e-06,6.019
482,778.836,0.00165714,0.0,5.2129e-06,6.113
483,784.949,0.0016044,0.0,5.55402e-06,6.21
484,791.159,0.00147528,0.0,5.6984e-06,6.309
485,797.468,0.00147411,0.0,6.31113e-06,5.765
486,803.233,0.00135885,0.0,6.71764e-06,6.504
487,809.737,0.00129159,0.0,7.14219e-06,6.61
488,816.347,0.00120095,0.0,7.98473e-06,6.719
489,823.066,0.00120497,0.0,8.83216e-06,6.83
490,829.896,0.00111174,0.0,9.3108e-06,6.245
491,836.141,0.00111642,0.0,9.82736e-06,7.05
492,843.191,0.001034,0.0,1.01582e-05,7.171
493,850.362,0.000916543,0.0,9.93687e-06,7.292
494,857.654,0.000829344,0.0,9.52116e-06,6.672
495,864.326,0.000719386,0.0,8.7906e-06,7.536
496,871.862,0.000684789,0.0,9.10522e-06,7.668
497,879.53,0.000646737,0.0,9.58124e-06,7.804
498,887.334,0.000647242,0.0,9.99328e-06,7.944
499,895.278,0.00053679,0.0,9.61231e-06,7.272
500,902.55,0.000517203,0.0,1.01977e-05,8.22
501,910.77,0.000496688,0.0,0.000129766,8.371
502,919.141,0.000512356,0.0,0.000132074,8.526
503,927.667,1.30745e-06,0.0,0.000136951,8.686
504,936.353,1.14384e-06,0.0,0.000133852,7.958
505,944.311,1.01569e-06,0.0,0.000125641,9.002
506,953.313,8.26724e-07,0.0,0.0001162,9.175
507,962.488,8.16548e-07,0.0,0.000118998,9.354
508,971.842,7.69422e-07,0.0,0.000119865,8.575
509,980.417,7.21623e-07,0.0,0.000114115,9.707
510,990.124,6.36374e-07,0.0,0.000113655,9.906
511,1000.03,5.03943e-07,0.0,0.00010641,9.906
